id,PXORDX,OLDPXORDX,CODETYPE,CCID,CONCEPTID,VOCABULARYID,DOMAINID,TRACK,STANCON,CODE,CODEWS,CODESCHEME,LONGDESC,SHORTDESC,CODESTATUS,CODECHANGE,CODECYEAR,CODEPTYPE,CODEBSTATUS,CODECCSTATUS,SEX_CD,ANATOC,POACS,POACC,POACCY,VALIDSD,VALIDED,INVALIDR,CREATE_DT
202,D,D,I09,"4-dig nonbill code",44823934,ICD9CM,Condition,Medical,NULL,0119,011.9,ICD9DIAG,"Unspecified pulmonary tuberculosis","Unspecified pulmonary tuberculosis",I,Deleted,2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
203,D,D,I09,"5-dig billing code",44828637,ICD9CM,Condition,Medical,NULL,01190,011.90,ICD9DIAG,"Pulmonary tuberculosis, unspecified, unspecified","Pulmonary tuberculosis, unspecified, unspecified",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
204,D,D,I09,"5-dig billing code",44827461,ICD9CM,Condition,Medical,NULL,01191,011.91,ICD9DIAG,"Pulmonary tuberculosis, unspecified, bacteriological or histological examination not done","Pulmonary tuberculosis, unspecified, bacteriological or histological examination not done",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
205,D,D,I09,"5-dig billing code",44836743,ICD9CM,Condition,Medical,NULL,01192,011.92,ICD9DIAG,"Pulmonary tuberculosis, unspecified, bacteriological or histological examination unknown (at present)","Pulmonary tuberculosis, unspecified, bacteriological or histological examination unknown (at present)",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
206,D,D,I09,"5-dig billing code",44822785,ICD9CM,Condition,Medical,NULL,01193,011.93,ICD9DIAG,"Pulmonary tuberculosis, unspecified, tubercle bacilli found (in sputum) by microscopy","Pulmonary tuberculosis, unspecified, tubercle bacilli found (in sputum) by microscopy",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
207,D,D,I09,"5-dig billing code",44822786,ICD9CM,Condition,Medical,NULL,01194,011.94,ICD9DIAG,"Pulmonary tuberculosis, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","Pulmonary tuberculosis, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
208,D,D,I09,"5-dig billing code",44832043,ICD9CM,Condition,Medical,NULL,01195,011.95,ICD9DIAG,"Pulmonary tuberculosis, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","Pulmonary tuberculosis, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
209,D,D,I09,"5-dig billing code",44821643,ICD9CM,Condition,Medical,NULL,01196,011.96,ICD9DIAG,"Pulmonary tuberculosis, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","Pulmonary tuberculosis, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
210,D,D,I09,"3-dig nonbill code",44819316,ICD9CM,Condition,Medical,NULL,012,012,ICD9DIAG,"Other respiratory tuberculosis","Other respiratory tuberculosis",I,Deleted,2015,UP,N,N,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
211,D,D,I09,"4-dig nonbill code",44820526,ICD9CM,Condition,Medical,NULL,0120,012.0,ICD9DIAG,"Tuberculous pleurisy","Tuberculous pleurisy",I,Deleted,2015,UP,Y,N,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
212,D,D,I09,"5-dig billing code",44821644,ICD9CM,Condition,Medical,NULL,01200,012.00,ICD9DIAG,"Tuberculous pleurisy, unspecified","Tuberculous pleurisy, unspecified",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
213,D,D,I09,"5-dig billing code",44828638,ICD9CM,Condition,Medical,NULL,01201,012.01,ICD9DIAG,"Tuberculous pleurisy, bacteriological or histological examination not done","Tuberculous pleurisy, bacteriological or histological examination not done",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
214,D,D,I09,"5-dig billing code",44827462,ICD9CM,Condition,Medical,NULL,01202,012.02,ICD9DIAG,"Tuberculous pleurisy, bacteriological or histological examination unknown (at present)","Tuberculous pleurisy, bacteriological or histological examination unknown (at present)",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
215,D,D,I09,"5-dig billing code",44835574,ICD9CM,Condition,Medical,NULL,01203,012.03,ICD9DIAG,"Tuberculous pleurisy, tubercle bacilli found (in sputum) by microscopy","Tuberculous pleurisy, tubercle bacilli found (in sputum) by microscopy",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
216,D,D,I09,"5-dig billing code",44830895,ICD9CM,Condition,Medical,NULL,01204,012.04,ICD9DIAG,"Tuberculous pleurisy, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","Tuberculous pleurisy, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
217,D,D,I09,"5-dig billing code",44836744,ICD9CM,Condition,Medical,NULL,01205,012.05,ICD9DIAG,"Tuberculous pleurisy, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","Tuberculous pleurisy, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
218,D,D,I09,"5-dig billing code",44832044,ICD9CM,Condition,Medical,NULL,01206,012.06,ICD9DIAG,"Tuberculous pleurisy, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","Tuberculous pleurisy, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
219,D,D,I09,"4-dig nonbill code",44829707,ICD9CM,Condition,Medical,NULL,0121,012.1,ICD9DIAG,"Tuberculosis of intrathoracic lymph nodes","Tuberculosis of intrathoracic lymph nodes",I,Deleted,2015,UP,Y,N,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
220,D,D,I09,"5-dig billing code",44821645,ICD9CM,Condition,Medical,NULL,01210,012.10,ICD9DIAG,"Tuberculosis of intrathoracic lymph nodes, unspecified","Tuberculosis of intrathoracic lymph nodes, unspecified",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
221,D,D,I09,"5-dig billing code",44834397,ICD9CM,Condition,Medical,NULL,01211,012.11,ICD9DIAG,"Tuberculosis of intrathoracic lymph nodes, bacteriological or histological examination not done","Tuberculosis of intrathoracic lymph nodes, bacteriological or histological examination not done",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
222,D,D,I09,"5-dig billing code",44828639,ICD9CM,Condition,Medical,NULL,01212,012.12,ICD9DIAG,"Tuberculosis of intrathoracic lymph nodes, bacteriological or histological examination unknown (at present)","Tuberculosis of intrathoracic lymph nodes, bacteriological or histological examination unknown (at present)",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
223,D,D,I09,"5-dig billing code",44835575,ICD9CM,Condition,Medical,NULL,01213,012.13,ICD9DIAG,"Tuberculosis of intrathoracic lymph nodes, tubercle bacilli found (in sputum) by microscopy","Tuberculosis of intrathoracic lymph nodes, tubercle bacilli found (in sputum) by microscopy",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
224,D,D,I09,"5-dig billing code",44828640,ICD9CM,Condition,Medical,NULL,01214,012.14,ICD9DIAG,"Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
225,D,D,I09,"5-dig billing code",44828641,ICD9CM,Condition,Medical,NULL,01215,012.15,ICD9DIAG,"Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
226,D,D,I09,"5-dig billing code",44820527,ICD9CM,Condition,Medical,NULL,01216,012.16,ICD9DIAG,"Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
227,D,D,I09,"4-dig nonbill code",44823935,ICD9CM,Condition,Medical,NULL,0122,012.2,ICD9DIAG,"Isolated tracheal or bronchial tuberculosis","Isolated tracheal or bronchial tuberculosis",I,Deleted,2015,UP,Y,N,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
228,D,D,I09,"5-dig billing code",44830896,ICD9CM,Condition,Medical,NULL,01220,012.20,ICD9DIAG,"Isolated tracheal or bronchial tuberculosis, unspecified","Isolated tracheal or bronchial tuberculosis, unspecified",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
229,D,D,I09,"5-dig billing code",44819317,ICD9CM,Condition,Medical,NULL,01221,012.21,ICD9DIAG,"Isolated tracheal or bronchial tuberculosis, bacteriological or histological examination not done","Isolated tracheal or bronchial tuberculosis, bacteriological or histological examination not done",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
230,D,D,I09,"5-dig billing code",44823936,ICD9CM,Condition,Medical,NULL,01222,012.22,ICD9DIAG,"Isolated tracheal or bronchial tuberculosis, bacteriological or histological examination unknown (at present)","Isolated tracheal or bronchial tuberculosis, bacteriological or histological examination unknown (at present)",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
231,D,D,I09,"5-dig billing code",44819318,ICD9CM,Condition,Medical,NULL,01223,012.23,ICD9DIAG,"Isolated tracheal or bronchial tuberculosis, tubercle bacilli found (in sputum) by microscopy","Isolated tracheal or bronchial tuberculosis, tubercle bacilli found (in sputum) by microscopy",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
232,D,D,I09,"5-dig billing code",44834398,ICD9CM,Condition,Medical,NULL,01224,012.24,ICD9DIAG,"Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
233,D,D,I09,"5-dig billing code",44827463,ICD9CM,Condition,Medical,NULL,01225,012.25,ICD9DIAG,"Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
234,D,D,I09,"5-dig billing code",44835576,ICD9CM,Condition,Medical,NULL,01226,012.26,ICD9DIAG,"Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
235,D,D,I09,"4-dig nonbill code",44821646,ICD9CM,Condition,Medical,NULL,0123,012.3,ICD9DIAG,"Tuberculous laryngitis","Tuberculous laryngitis",I,Deleted,2015,UP,Y,N,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
236,D,D,I09,"5-dig billing code",44820528,ICD9CM,Condition,Medical,NULL,01230,012.30,ICD9DIAG,"Tuberculous laryngitis, unspecified","Tuberculous laryngitis, unspecified",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
237,D,D,I09,"5-dig billing code",44822787,ICD9CM,Condition,Medical,NULL,01231,012.31,ICD9DIAG,"Tuberculous laryngitis, bacteriological or histological examination not done","Tuberculous laryngitis, bacteriological or histological examination not done",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
238,D,D,I09,"5-dig billing code",44834399,ICD9CM,Condition,Medical,NULL,01232,012.32,ICD9DIAG,"Tuberculous laryngitis, bacteriological or histological examination unknown (at present)","Tuberculous laryngitis, bacteriological or histological examination unknown (at present)",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
239,D,D,I09,"5-dig billing code",44823937,ICD9CM,Condition,Medical,NULL,01233,012.33,ICD9DIAG,"Tuberculous laryngitis, tubercle bacilli found (in sputum) by microscopy","Tuberculous laryngitis, tubercle bacilli found (in sputum) by microscopy",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
240,D,D,I09,"5-dig billing code",44825104,ICD9CM,Condition,Medical,NULL,01234,012.34,ICD9DIAG,"Tuberculous laryngitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","Tuberculous laryngitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
241,D,D,I09,"5-dig billing code",44828642,ICD9CM,Condition,Medical,NULL,01235,012.35,ICD9DIAG,"Tuberculous laryngitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","Tuberculous laryngitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
242,D,D,I09,"5-dig billing code",44833189,ICD9CM,Condition,Medical,NULL,01236,012.36,ICD9DIAG,"Tuberculous laryngitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","Tuberculous laryngitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",A,"No change",2015,UP,Y,N,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
243,D,D,I09,"4-dig nonbill code",44828643,ICD9CM,Condition,Medical,NULL,0128,012.8,ICD9DIAG,"Other specified respiratory tuberculosis","Other specified respiratory tuberculosis",I,Deleted,2015,UP,Y,N,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
244,D,D,I09,"5-dig billing code",44823938,ICD9CM,Condition,Medical,NULL,01280,012.80,ICD9DIAG,"Other specified respiratory tuberculosis, unspecified","Other specified respiratory tuberculosis, unspecified",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
245,D,D,I09,"5-dig billing code",44836745,ICD9CM,Condition,Medical,NULL,01281,012.81,ICD9DIAG,"Other specified respiratory tuberculosis, bacteriological or histological examination not done","Other specified respiratory tuberculosis, bacteriological or histological examination not done",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
246,D,D,I09,"5-dig billing code",44835577,ICD9CM,Condition,Medical,NULL,01282,012.82,ICD9DIAG,"Other specified respiratory tuberculosis, bacteriological or histological examination unknown (at present)","Other specified respiratory tuberculosis, bacteriological or histological examination unknown (at present)",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
247,D,D,I09,"5-dig billing code",44825105,ICD9CM,Condition,Medical,NULL,01283,012.83,ICD9DIAG,"Other specified respiratory tuberculosis, tubercle bacilli found (in sputum) by microscopy","Other specified respiratory tuberculosis, tubercle bacilli found (in sputum) by microscopy",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
248,D,D,I09,"5-dig billing code",44832045,ICD9CM,Condition,Medical,NULL,01284,012.84,ICD9DIAG,"Other specified respiratory tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","Other specified respiratory tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
249,D,D,I09,"5-dig billing code",44833190,ICD9CM,Condition,Medical,NULL,01285,012.85,ICD9DIAG,"Other specified respiratory tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","Other specified respiratory tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
250,D,D,I09,"5-dig billing code",44835578,ICD9CM,Condition,Medical,NULL,01286,012.86,ICD9DIAG,"Other specified respiratory tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","Other specified respiratory tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
251,D,D,I09,"3-dig nonbill code",44835579,ICD9CM,Condition,Medical,NULL,013,013,ICD9DIAG,"Tuberculosis of meninges and central nervous system","Tuberculosis of meninges and central nervous system",I,Deleted,2015,UP,N,N,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
252,D,D,I09,"4-dig nonbill code",44819319,ICD9CM,Condition,Medical,NULL,0130,013.0,ICD9DIAG,"Tuberculous meningitis","Tuberculous meningitis",I,Deleted,2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
253,D,D,I09,"5-dig billing code",44833191,ICD9CM,Condition,Medical,NULL,01300,013.00,ICD9DIAG,"Tuberculous meningitis, unspecified","Tuberculous meningitis, unspecified",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
254,D,D,I09,"5-dig billing code",44835580,ICD9CM,Condition,Medical,NULL,01301,013.01,ICD9DIAG,"Tuberculous meningitis, bacteriological or histological examination not done","Tuberculous meningitis, bacteriological or histological examination not done",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
255,D,D,I09,"5-dig billing code",44821647,ICD9CM,Condition,Medical,NULL,01302,013.02,ICD9DIAG,"Tuberculous meningitis, bacteriological or histological examination unknown (at present)","Tuberculous meningitis, bacteriological or histological examination unknown (at present)",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
256,D,D,I09,"5-dig billing code",44829708,ICD9CM,Condition,Medical,NULL,01303,013.03,ICD9DIAG,"Tuberculous meningitis, tubercle bacilli found (in sputum) by microscopy","Tuberculous meningitis, tubercle bacilli found (in sputum) by microscopy",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
257,D,D,I09,"5-dig billing code",44833192,ICD9CM,Condition,Medical,NULL,01304,013.04,ICD9DIAG,"Tuberculous meningitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","Tuberculous meningitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
258,D,D,I09,"5-dig billing code",44833193,ICD9CM,Condition,Medical,NULL,01305,013.05,ICD9DIAG,"Tuberculous meningitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","Tuberculous meningitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
259,D,D,I09,"5-dig billing code",44829709,ICD9CM,Condition,Medical,NULL,01306,013.06,ICD9DIAG,"Tuberculous meningitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","Tuberculous meningitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
260,D,D,I09,"4-dig nonbill code",44819320,ICD9CM,Condition,Medical,NULL,0131,013.1,ICD9DIAG,"Tuberculoma of meninges","Tuberculoma of meninges",I,Deleted,2015,UP,Y,N,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
261,D,D,I09,"5-dig billing code",44823939,ICD9CM,Condition,Medical,NULL,01310,013.10,ICD9DIAG,"Tuberculoma of meninges, unspecified","Tuberculoma of meninges, unspecified",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
262,D,D,I09,"5-dig billing code",44832046,ICD9CM,Condition,Medical,NULL,01311,013.11,ICD9DIAG,"Tuberculoma of meninges, bacteriological or histological examination not done","Tuberculoma of meninges, bacteriological or histological examination not done",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
263,D,D,I09,"5-dig billing code",44819321,ICD9CM,Condition,Medical,NULL,01312,013.12,ICD9DIAG,"Tuberculoma of meninges, bacteriological or histological examination unknown (at present)","Tuberculoma of meninges, bacteriological or histological examination unknown (at present)",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
264,D,D,I09,"5-dig billing code",44827464,ICD9CM,Condition,Medical,NULL,01313,013.13,ICD9DIAG,"Tuberculoma of meninges, tubercle bacilli found (in sputum) by microscopy","Tuberculoma of meninges, tubercle bacilli found (in sputum) by microscopy",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
265,D,D,I09,"5-dig billing code",44834400,ICD9CM,Condition,Medical,NULL,01314,013.14,ICD9DIAG,"Tuberculoma of meninges, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","Tuberculoma of meninges, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
266,D,D,I09,"5-dig billing code",44821648,ICD9CM,Condition,Medical,NULL,01315,013.15,ICD9DIAG,"Tuberculoma of meninges, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","Tuberculoma of meninges, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
267,D,D,I09,"5-dig billing code",44825106,ICD9CM,Condition,Medical,NULL,01316,013.16,ICD9DIAG,"Tuberculoma of meninges, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","Tuberculoma of meninges, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
268,D,D,I09,"4-dig nonbill code",44820529,ICD9CM,Condition,Medical,NULL,0132,013.2,ICD9DIAG,"Tuberculoma of brain","Tuberculoma of brain",I,Deleted,2015,UP,Y,N,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
269,D,D,I09,"5-dig billing code",44829710,ICD9CM,Condition,Medical,NULL,01320,013.20,ICD9DIAG,"Tuberculoma of brain, unspecified","Tuberculoma of brain, unspecified",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
270,D,D,I09,"5-dig billing code",44828644,ICD9CM,Condition,Medical,NULL,01321,013.21,ICD9DIAG,"Tuberculoma of brain, bacteriological or histological examination not done","Tuberculoma of brain, bacteriological or histological examination not done",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
271,D,D,I09,"5-dig billing code",44828645,ICD9CM,Condition,Medical,NULL,01322,013.22,ICD9DIAG,"Tuberculoma of brain, bacteriological or histological examination unknown (at present)","Tuberculoma of brain, bacteriological or histological examination unknown (at present)",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
272,D,D,I09,"5-dig billing code",44826295,ICD9CM,Condition,Medical,NULL,01323,013.23,ICD9DIAG,"Tuberculoma of brain, tubercle bacilli found (in sputum) by microscopy","Tuberculoma of brain, tubercle bacilli found (in sputum) by microscopy",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
273,D,D,I09,"5-dig billing code",44835581,ICD9CM,Condition,Medical,NULL,01324,013.24,ICD9DIAG,"Tuberculoma of brain, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","Tuberculoma of brain, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
274,D,D,I09,"5-dig billing code",44829711,ICD9CM,Condition,Medical,NULL,01325,013.25,ICD9DIAG,"Tuberculoma of brain, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","Tuberculoma of brain, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
275,D,D,I09,"5-dig billing code",44835582,ICD9CM,Condition,Medical,NULL,01326,013.26,ICD9DIAG,"Tuberculoma of brain, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","Tuberculoma of brain, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
276,D,D,I09,"4-dig nonbill code",44819322,ICD9CM,Condition,Medical,NULL,0133,013.3,ICD9DIAG,"Tuberculous abscess of brain","Tuberculous abscess of brain",I,Deleted,2015,UP,N,N,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
277,D,D,I09,"5-dig billing code",44820530,ICD9CM,Condition,Medical,NULL,01330,013.30,ICD9DIAG,"Tuberculous abscess of brain, unspecified","Tuberculous abscess of brain, unspecified",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
278,D,D,I09,"5-dig billing code",44826296,ICD9CM,Condition,Medical,NULL,01331,013.31,ICD9DIAG,"Tuberculous abscess of brain, bacteriological or histological examination not done","Tuberculous abscess of brain, bacteriological or histological examination not done",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
279,D,D,I09,"5-dig billing code",44832047,ICD9CM,Condition,Medical,NULL,01332,013.32,ICD9DIAG,"Tuberculous abscess of brain, bacteriological or histological examination unknown (at present)","Tuberculous abscess of brain, bacteriological or histological examination unknown (at present)",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
